,mean,mean,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std,std,std
,area,maj_ax,min_ax,peri,gmd,sf,v_projected,v_corrected,area,maj_ax,min_ax,peri,gmd,sf,v_projected,v_corrected
day,,,,,,,,,,,,,,,,
1,21984.640000000003,176.31047368421054,159.2346842105263,1493.0530526315788,167.48110526315787,0.36433957631325586,2527302.790984354,929042.8778625074,6239.426088707554,27.707950408117757,25.307568701110018,386.7146764886475,26.014108957971118,0.08973678392182721,955027.2274440466,416181.1431038881
3,19031.30947368421,165.85542105263156,145.04015789473684,992.8736315789473,155.00736842105266,0.5009522829648078,2042838.2506918008,1038040.4215238804,5719.6145352146405,28.07082205445479,23.926299617002474,231.42721967276842,25.25882579792772,0.09548596775103765,817810.0674141328,440257.39582789515
6,15207.431111111115,144.7936111111111,131.7473333333333,747.7062777777778,138.04922222222223,0.595222579075573,1466799.0862702949,896414.6654975391,4943.139011791274,27.08694073477625,23.62692641881292,180.50135315829942,24.903207746500442,0.12948656917569318,640745.4327012066,436637.4572986147
7,14358.56842105263,140.52526315789473,128.41631578947369,746.5013157894738,134.3041052631579,0.5777556127688681,1342434.0809805363,818989.760089506,4486.817166679965,24.860197788705687,21.60840121355229,146.77505394312018,22.97736451112688,0.1364562794344893,557686.083588897,421811.4216195486
8,13616.256,137.1028,124.69485,686.19705,130.662,0.6038787787855215,1239081.4916361503,775928.6613667877,4254.236189605788,24.087497109714953,21.50599918572295,119.40918843930821,22.18167732493123,0.11231529849043444,526713.9474731825,378863.4903452964
9,12600.353684210526,130.82052631578946,116.42163157894734,721.0589473684211,123.318,0.5406100827499705,1141035.8895360238,637794.8570771605,5376.628845649382,35.77239473760679,32.753890064490434,212.75135694787883,34.15250404191958,0.1220824377842856,604685.6858138762,341375.9236311678
10,12242.122105263159,129.76468421052633,119.03899999999997,619.0461052631579,124.22899999999998,0.6355700267404577,1058004.6794611085,713506.9859063874,3918.8680150035084,20.95701559025741,21.136043280509142,94.72986111505278,20.7734069371824,0.1268739885655865,460213.8796335815,364860.59366333956
14,9747.806315789474,113.33552631578948,105.24810526315788,564.6785789473685,109.17063157894735,0.6209841670469453,767272.6858880077,488912.77338801423,3807.6621801896736,26.340295029918664,26.8987296062983,158.25148422520255,26.69812659305794,0.11936808895952188,382674.91742440034,266072.2978727459
